"product_category_name","ranking","seller_id","seller_city","seller_state","total_ordenes","precio_promedio","costo_envio_promedio"
pet_shop,5,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,80,40.7,13.65
pet_shop,6,"70c27847eca8195c983ed7e798c56743",rio de janeiro,RJ,77,123.24,14.81
pet_shop,7,fa1a9dec3a9940c072684a46728bf1fc,icara,SC,55,111.23,20.03
pet_shop,8,e067ad2c1c0b48758eb1b5228bcf7a68,santos,SP,54,82.66,16.48
pet_shop,9,f789d2c4f2c2eb38fc4373e7a4b35264,juiz de fora,MG,43,100.19,17.39
pet_shop,10,c013e57c075a06e5b5c48ee03c525719,sao carlos,SP,42,43.81,19.05
relogios_presentes,1,"6560211a19b47992c3666cc44a7e94c0",sao paulo,SP,1469,61.99,13.88
relogios_presentes,2,"4869f7a5dfa277a7dca6462dcf3b52b2",guariba,SP,981,200.67,17.42
relogios_presentes,3,fa1c13f2614d7b5c4749cbc52fecda94,sumare,SP,579,331.77,17.2
relogios_presentes,4,"7d13fca15225358621be4086e1eb0964",ribeirao preto,SP,496,177.39,14.24
relogios_presentes,5,"7e93a43ef30c4f03f38b393420bc753a",barueri,SP,311,540.66,18.76
relogios_presentes,6,"634964b17796e64304cadf1ad3050fb7",rio de janeiro,RJ,221,122.98,18.22
relogios_presentes,7,"86ccac0b835037332a596a33b6949ee1",blumenau,SC,176,76.63,18.85
relogios_presentes,8,b33e7c55446eabf8fe1a42d037ac7d6d,pradopolis,SP,130,273.25,17.19
relogios_presentes,9,"2eb70248d66e0e3ef83659f71b244378",campinas,SP,116,216.99,15.95
relogios_presentes,10,b1fc4f64df5a0e8b6913ab38803c57a9,sao goncalo,RJ,107,66.07,17.74
tablets_impressao_imagem,1,"0db783cfcd3b73998abc6e10e59a102f",santos,SP,50,94.22,14.79
telefonia,1,ea8482cd71df3c1969d7b9473ff13abc,sao paulo,SP,1123,31.02,14.65
telefonia,2,"2138ccb85b11a4ec1e37afbd1c8eda1f",sao paulo,SP,340,26.88,14.08
telefonia,3,"92eb0f42c21942b6552362b9b114707d",sao paulo,SP,323,18.34,13.87
telefonia,4,ef506c96320abeedfb894c34db06f478,sao paulo,SP,300,28.54,15.27
telefonia,5,"562fc2f2c2863ab7e79a9e4388a58a14",campinas,SP,260,32.65,15.94
telefonia,6,"53243585a1d6dc2643021fd1853d8905",lauro de freitas,BA,212,217.53,23.18
telefonia,7,"7d76b645482be4a332374e8223836592",sao paulo,SP,173,20.55,13.91
telefonia,8,db4350fd57ae30082dec7acbaacc17f9,sao paulo,SP,120,20.42,14.47
telefonia,9,b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,115,15.21,14.01
telefonia,10,"70a12e78e608ac31179aea7f8422044b",jacarei,SP,67,80.0,16.79
telefonia_fixa,1,b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,40,15.14,13.17
telefonia_fixa,2,"2138ccb85b11a4ec1e37afbd1c8eda1f",sao paulo,SP,35,28.67,15.1
utilidades_domesticas,1,"53e4c6e0f4312d4d2107a8c9cddf45cd",pedreira,SP,433,57.08,18.09
utilidades_domesticas,2,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,180,127.45,19.31
utilidades_domesticas,3,"813348c996469b40f2e028d5429d3495",jundiai,SP,179,55.47,17.8
utilidades_domesticas,4,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,172,48.11,13.74
utilidades_domesticas,5,"4830e40640734fc1c52cd21127c341d4",sao paulo,SP,117,41.56,14.33
utilidades_domesticas,6,"8e6cc767478edae941d9bd9eb778d77a",araguari,MG,105,60.38,20.06
utilidades_domesticas,7,febab0275244b9a49a623f0bd613ca2f,pedreira,SP,103,58.0,23.87
utilidades_domesticas,8,d94a40fd42351c259927028d163af842,baependi,MG,98,127.6,30.88
utilidades_domesticas,9,"7722b1df1b0e383e000397b2c11e3e19",sao bernardo do campo,SP,91,49.45,14.63
utilidades_domesticas,10,"98dac6635aee4995d501a3972e047414",sao paulo,SP,91,21.72,12.51
