"product_category_name","ranking","seller_id","seller_state","ordenes_vendedor","precio_promedio_vendedor","porcentaje_demanda"
papelaria,4,dbc22125167c298ef99da25668e1011f,MG,88,64.86,3.81
papelaria,5,aba1721a889e04decc910aa13b768ef4,SP,77,153.27,3.33
pc_gamer,1,"2138ccb85b11a4ec1e37afbd1c8eda1f",SP,5,129.99,62.5
pc_gamer,2,"1961c3e1272bfeceb05d0b78b5bbfdaf",SP,3,224.0,37.5
pcs,1,"53243585a1d6dc2643021fd1853d8905",BA,146,1090.67,80.66
pcs,2,"7681ef142fd2c19048da7430856b5588",SP,26,687.78,14.36
pcs,3,a00824eb9093d40e589b940ec45c4eb0,SP,3,3133.32,1.66
pcs,4,"0873d9f8f36123f8d910f4760e788cfb",SP,1,1390.0,0.55
pcs,5,"1c40343cc5d18c2d8248ac2f3366de34",SP,1,34.5,0.55
perfumaria,1,cc419e0650a3c5ba77189a1882b7556a,SP,631,60.92,19.96
perfumaria,2,"620c87c171fb2a6dd6e8bb4dec959fc6",RJ,369,189.45,11.67
perfumaria,3,fe2032dab1a61af8794248c8196565c9,SP,291,215.01,9.2
perfumaria,4,"3c7c4a49ec3c6550809089c6a2ca9370",SP,141,25.21,4.46
perfumaria,5,"17e34d8224d27a541263c4c64b11a56b",SP,135,178.6,4.27
pet_shop,1,"66922902710d126a0e7d26b0e3805106",MG,151,92.07,8.83
pet_shop,2,"5cf13accae3222c70a9cac40818ae839",MG,148,92.09,8.65
pet_shop,3,f45122a9ab94eb4f3f8953578bc0c560,SP,130,131.39,7.6
pet_shop,4,dd7ddc04e1b6c2c614352b383efe2d36,SP,104,65.18,6.08
pet_shop,5,f8db351d8c4c4c22c6835c19a46f01b0,SP,80,40.7,4.68
portateis_casa_forno_e_cafe,1,f62d7bb4a613ec758a03342d46b580b2,MG,19,767.89,25.33
portateis_casa_forno_e_cafe,2,ba90964cff9b9e0e6f32b23b82465f7b,SP,17,1483.68,22.67
portateis_casa_forno_e_cafe,3,"88cf19ec1fc2c58f161aee259d57142c",SP,8,94.13,10.67
portateis_casa_forno_e_cafe,4,ceaec5548eefc6e23e6607c5435102e7,SP,6,549.86,8.0
portateis_casa_forno_e_cafe,5,d91fb3b7d041e83b64a00a3edfb37e4f,SP,6,27.21,8.0
portateis_cozinha_e_preparadores_de_alimentos,1,ed8cb7b190ceb6067227478e48cf8dde,SP,6,19.59,42.86
portateis_cozinha_e_preparadores_de_alimentos,2,ba90964cff9b9e0e6f32b23b82465f7b,SP,3,1019.0,21.43
portateis_cozinha_e_preparadores_de_alimentos,3,"7aa538dd6e114e503a2e6154ea352253",SP,2,93.4,14.29
portateis_cozinha_e_preparadores_de_alimentos,4,ea1776927851da2532aa70d6a32c095a,SP,2,34.9,14.29
portateis_cozinha_e_preparadores_de_alimentos,5,"3296662b1331dea51e744505065ae889",SP,1,517.8,7.14
relogios_presentes,1,"6560211a19b47992c3666cc44a7e94c0",SP,1469,61.99,26.12
relogios_presentes,2,"4869f7a5dfa277a7dca6462dcf3b52b2",SP,981,200.67,17.44
relogios_presentes,3,fa1c13f2614d7b5c4749cbc52fecda94,SP,579,331.77,10.3
relogios_presentes,4,"7d13fca15225358621be4086e1eb0964",SP,496,177.39,8.82
relogios_presentes,5,"7e93a43ef30c4f03f38b393420bc753a",SP,311,540.66,5.53
seguros_e_servicos,1,"48162d548f5b1b11b9d29d1e01f75a61",SP,1,183.29,50.0
seguros_e_servicos,2,"4e922959ae960d389249c378d1c939f5",SP,1,100.0,50.0
sinalizacao_e_seguranca,1,"55d3daac7c404d59e51c2aa2f4dc5a23",SP,18,134.22,12.86
sinalizacao_e_seguranca,2,"6481e96574816ead57975da2c0f6d80d",SP,15,25.35,10.71
sinalizacao_e_seguranca,3,cd68562d3f44870c08922d380acae552,SP,11,121.36,7.86
sinalizacao_e_seguranca,4,"02c988090b766852e088c69d7fb3b551",SP,9,74.8,6.43
sinalizacao_e_seguranca,5,"213b25e6f54661939f11710a6fddb871",SP,9,83.44,6.43
tablets_impressao_imagem,1,"0db783cfcd3b73998abc6e10e59a102f",SP,50,94.22,63.29
tablets_impressao_imagem,2,e62b2d6ac10570a035a30bafcf01d263,SP,19,53.11,24.05
tablets_impressao_imagem,3,"36a968b544695394e4e9d7572688598f",SP,3,14.9,3.8
tablets_impressao_imagem,4,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,3,145.32,3.8
tablets_impressao_imagem,5,e9d99831abad74458942f21e16f33f92,SP,3,33.93,3.8
telefonia,1,ea8482cd71df3c1969d7b9473ff13abc,SP,1123,31.02,26.74
telefonia,2,"2138ccb85b11a4ec1e37afbd1c8eda1f",SP,340,26.88,8.1
telefonia,3,"92eb0f42c21942b6552362b9b114707d",SP,323,18.34,7.69
telefonia,4,ef506c96320abeedfb894c34db06f478,SP,300,28.54,7.14
telefonia,5,"562fc2f2c2863ab7e79a9e4388a58a14",SP,260,32.65,6.19
telefonia_fixa,1,b76dba6c951ab00dc4edf0a1aa88037e,SP,40,15.14,18.43
telefonia_fixa,2,"2138ccb85b11a4ec1e37afbd1c8eda1f",SP,35,28.67,16.13
telefonia_fixa,3,fbc14c0cf93505ef89f64665ffa4a7b5,SP,11,635.9,5.07
telefonia_fixa,4,"4e922959ae960d389249c378d1c939f5",SP,10,68.18,4.61
telefonia_fixa,5,ef506c96320abeedfb894c34db06f478,SP,10,28.72,4.61
utilidades_domesticas,1,"53e4c6e0f4312d4d2107a8c9cddf45cd",SP,433,57.08,7.36
utilidades_domesticas,2,"955fee9216a65b617aa5c0531780ce60",SP,180,127.45,3.06
utilidades_domesticas,3,"813348c996469b40f2e028d5429d3495",SP,179,55.47,3.04
utilidades_domesticas,4,f8db351d8c4c4c22c6835c19a46f01b0,SP,172,48.11,2.92
utilidades_domesticas,5,"4830e40640734fc1c52cd21127c341d4",SP,117,41.56,1.99
